name,link_id,osm_way_id,from_node_id,to_node_id,dir_flag,length,lanes,free_speed,capacity,link_type_name,link_type,geometry,allowed_uses,from_biway,VDF_fftt1
West 1st Street,232,23617739,123,238,,2.798825897,1,29,1000,tertiary,5,"LINESTRING (-111.9434575 33.4295241, -111.9434283 33.4295304)",auto,1,0.005790674
West 1st Street,233,860784818,124,238,,37.86004542,1,29,1000,tertiary,5,"LINESTRING (-111.9430761 33.429697, -111.9431536 33.4296654, -111.9433834 33.4295692, -111.9434283 33.4295304)",auto,0,0.078331128
West Rio Salado Parkway,234,305490059,124,422,,9.453161253,3,39,1000,secondary,4,"LINESTRING (-111.9430761 33.429697, -111.9430096 33.4296326)",auto,0,0.014543325
East 6th Street,235,5591100,125,71,,156.809563,1,25,1000,residential,6,"LINESTRING (-111.9349809 33.4243346, -111.9350964 33.4243366, -111.9353091 33.4243324, -111.9353948 33.4243414, -111.9355078 33.424366, -111.9358561 33.4243639, -111.9362338 33.4243617, -111.9365605 33.4243597, -111.936666 33.4243591)",auto,1,0.376342951
South College Avenue,236,5660964,125,112,,123.3422423,1,29,1000,tertiary,5,"LINESTRING (-111.9349809 33.4243346, -111.9349808 33.4243956, -111.9349838 33.4248448, -111.9349717 33.4252787, -111.9349278 33.4254396)",auto,1,0.255190846
South College Avenue,237,5660964,125,117,,124.698982,1,29,1000,tertiary,5,"LINESTRING (-111.9349809 33.4243346, -111.9349826 33.4242604, -111.9349897 33.423492, -111.9349908 33.423379, -111.9349911 33.4233422, -111.9349907 33.423297, -111.9349899 33.4232132)",auto,1,0.257997894
East 5th Street,238,402537658,126,112,,40.41413632,1,29,1000,tertiary,5,"LINESTRING (-111.9353519 33.4255151, -111.9351511 33.4254952, -111.9350723 33.42548, -111.9349278 33.4254396)",auto,1,0.083615454
East 5th Street,239,537091903,126,355,,44.89372638,1,29,1000,tertiary,5,"LINESTRING (-111.9353519 33.4255151, -111.9356991 33.4255109, -111.9358356 33.4255093)",auto,1,0.092883572
North Scottsdale Road,240,28752533,127,15,,39.8856299,6,35,1000,primary,3,"LINESTRING (-111.926289 33.4298413, -111.9262887 33.4302)",auto,0,0.068375366
East Apache Boulevard,241,5602753,128,5,,152.5115462,2,39,1000,primary,3,"LINESTRING (-111.9395884 33.4159654, -111.9395362 33.4159003, -111.9394011 33.4157327, -111.9392425 33.41555, -111.9389322 33.4153003, -111.9388168 33.4152112, -111.9386707 33.4151129, -111.9384473 33.415)",auto,0,0.234633148
South Mill Avenue,242,395489956,128,394,,2.937392173,2,39,1000,secondary,4,"LINESTRING (-111.9395884 33.4159654, -111.9395692 33.4159864)",auto,0,0.004519065
East Orange Street,243,28875481,129,119,,13.07673808,1,15,1000,residential,6,"LINESTRING (-111.9338292 33.4183283, -111.9339665 33.4183547)",auto,1,0.052306952
Hayden Mall,244,5665169,129,130,,98.2225393,1,29,1000,residential,6,"LINESTRING (-111.9338292 33.4183283, -111.9338279 33.4182646, -111.9338274 33.4182431, -111.933827 33.418222, -111.9338106 33.4174451)",auto,1,0.203219047
East Orange Street,245,28875481,129,324,,225.6019592,1,15,1000,residential,6,"LINESTRING (-111.9338292 33.4183283, -111.9334167 33.4183318, -111.9333084 33.4183327, -111.9328931 33.4183363, -111.9327235 33.4183377, -111.93174 33.4183562, -111.9316681 33.4183576, -111.9313989 33.4183647)",auto,1,0.902407837
Hayden Mall,246,5665169,130,129,,98.2225393,1,29,1000,residential,6,"LINESTRING (-111.9338106 33.4174451, -111.933827 33.418222, -111.9338274 33.4182431, -111.9338279 33.4182646, -111.9338292 33.4183283)",auto,1,0.203219047
Hayden Mall,247,339048056,130,131,,14.50858708,1,29,1000,residential,6,"LINESTRING (-111.9338106 33.4174451, -111.9337564 33.4173875, -111.9337435 33.4173789, -111.9337028 33.4173518)",auto,1,0.030017766
Hayden Mall,248,339048056,131,130,,14.50858708,1,29,1000,residential,6,"LINESTRING (-111.9337028 33.4173518, -111.9337435 33.4173789, -111.9337564 33.4173875, -111.9338106 33.4174451)",auto,1,0.030017766
,249,478386471,131,321,,94.01120057,1,29,1000,residential,6,"LINESTRING (-111.9337028 33.4173518, -111.9334577 33.4173564, -111.9326901 33.4173693)",auto,1,0.194505932
West 5th Street,250,402556257,132,81,,21.42925797,1,29,1000,residential,6,"LINESTRING (-111.9435715 33.4254464, -111.9434704 33.4254475, -111.943347 33.4254811)",auto,0,0.044336396
West 1st Street,251,23617739,133,53,,62.362085,1,29,1000,tertiary,5,"LINESTRING (-111.9435847 33.4295124, -111.9438891 33.4295138, -111.9442567 33.4295155)",auto,1,0.129025003
West 1st Street,252,23617739,133,147,,7.831589908,1,29,1000,tertiary,5,"LINESTRING (-111.9435847 33.4295124, -111.9435008 33.42952)",auto,1,0.016203289
South Rural Road,253,395215600,134,141,,9.362727823,3,35,1000,primary,3,"LINESTRING (-111.926283 33.4201745, -111.9262825 33.4200903)",auto,1,0.016050391
South Rural Road,254,395215600,134,155,,5.87497136,4,35,1000,primary,3,"LINESTRING (-111.926283 33.4201745, -111.9262853 33.4202273)",auto,1,0.010071379
South Stanley Place,255,353008478,135,96,,223.6102401,1,29,1000,residential,6,"LINESTRING (-111.9205552 33.4187226, -111.9205576 33.4185739, -111.9205672 33.4179666, -111.9205699 33.417795, -111.9205749 33.4174822, -111.9205773 33.4173248, -111.920587 33.4167118)",auto,1,0.462641876
East Orange Street,256,656385562,135,108,,181.4918844,1,29,1000,residential,6,"LINESTRING (-111.9205552 33.4187226, -111.9203596 33.4187002, -111.9201861 33.41865, -111.9200369 33.4185727, -111.9198051 33.418458, -111.919674 33.4184222, -111.9195587 33.4184066, -111.9195343 33.418407, -111.9194821 33.4184078, -111.9191918 33.4184073, -111.9191623 33.4184072, -111.9190885 33.4184071, -111.9186841 33.4184064)",auto,1,0.37550045
East Orange Street,257,656385562,135,139,,300.0557734,1,29,1000,residential,6,"LINESTRING (-111.9205552 33.4187226, -111.9212894 33.4188214, -111.9214702 33.4187804, -111.9216162 33.4187016, -111.9217363 33.4185368, -111.9218791 33.4184524, -111.9219423 33.418415, -111.9223035 33.4182204, -111.9226204 33.4180497, -111.9227335 33.4179463, -111.9229809 33.4177201, -111.923179 33.417529)",auto,1,0.620805048
South Mill Avenue,258,723559145,136,251,,3.097357401,3,30,1000,primary,3,"LINESTRING (-111.940029 33.4174558, -111.9400269 33.417428)",auto,0,0.006194715
East 11th Street,259,256917834,136,396,,6.478377021,1,29,1000,residential,6,"LINESTRING (-111.940029 33.4174558, -111.9399592 33.4174561)",auto,0,0.013403539
East Lemon Street,260,30031526,137,86,,350.4796887,1,29,1000,residential,6,"LINESTRING (-111.9225348 33.4167548, -111.9226183 33.4167575, -111.9226683 33.4167589, -111.9230789 33.4167704, -111.9232733 33.4167758, -111.9234712 33.4167813, -111.9240217 33.4167902, -111.9243362 33.4167953, -111.9245051 33.416798, -111.9247194 33.4168015, -111.9247937 33.4168027, -111.9249009 33.4168044, -111.92533 33.4168113, -111.925416 33.4168125, -111.9256051 33.4168157, -111.9257825 33.4168186, -111.9260097 33.4168223, -111.9261289 33.4168242, -111.9261483 33.4168245, -111.9263074 33.4168484)",auto,1,0.72513039
East Lemon Street,261,30031526,137,91,,6.20472896,1,29,1000,residential,6,"LINESTRING (-111.9225348 33.4167548, -111.922468 33.4167526)",auto,1,0.01283737
South Terrace Road,262,30031470,137,342,,192.4434677,1,29,1000,tertiary,5,"LINESTRING (-111.9225348 33.4167548, -111.9224468 33.4166758, -111.9220448 33.4163128, -111.9215238 33.415852, -111.921125 33.4154858)",auto,0,0.398158899
East Lemon Street,263,30031526,138,96,,160.0408993,1,29,1000,residential,6,"LINESTRING (-111.9223108 33.4167475, -111.9222395 33.4167452, -111.9216828 33.416734, -111.9214566 33.4167294, -111.9210239 33.4167206, -111.9206612 33.4167133, -111.920587 33.4167118)",auto,1,0.331119102
South Terrace Road,264,30031490,138,139,,118.5096407,1,25,1000,tertiary,5,"LINESTRING (-111.9223108 33.4167475, -111.9224699 33.4168905, -111.922595 33.4170037, -111.923179 33.417529)",auto,0,0.284423138
East Lemon Street,265,30031526,138,154,,8.043629348,1,29,1000,residential,6,"LINESTRING (-111.9223108 33.4167475, -111.9223974 33.4167503)",auto,1,0.016641992
East Orange Street,266,656385562,139,135,,300.0557734,1,29,1000,residential,6,"LINESTRING (-111.923179 33.417529, -111.9229809 33.4177201, -111.9227335 33.4179463, -111.9226204 33.4180497, -111.9223035 33.4182204, -111.9219423 33.418415, -111.9218791 33.4184524, -111.9217363 33.4185368, -111.9216162 33.4187016, -111.9214702 33.4187804, -111.9212894 33.4188214, -111.9205552 33.4187226)",auto,1,0.620805048
South Terrace Road,267,656385563,139,343,,312.5577905,1,25,1000,tertiary,5,"LINESTRING (-111.923179 33.417529, -111.9234834 33.4178029, -111.9237762 33.4180637, -111.9238548 33.4181337, -111.9238939 33.4181685, -111.924764 33.4189434, -111.9250242 33.4191807, -111.9250286 33.4191843, -111.9250835 33.4192342, -111.9252817 33.4194146, -111.9254719 33.4195877)",auto,0,0.750138697
East University Drive,268,436794681,140,156,,5.559158582,3,35,1000,secondary,4,"LINESTRING (-111.9283481 33.422014, -111.9282882 33.422014)",auto,1,0.009529986
East University Drive,269,436794681,140,285,,23.25974986,3,35,1000,secondary,4,"LINESTRING (-111.9283481 33.422014, -111.9285987 33.4220169)",auto,1,0.039873857
South Rural Road,270,395215600,141,134,,9.362727823,4,35,1000,primary,3,"LINESTRING (-111.9262825 33.4200903, -111.926283 33.4201745)",auto,1,0.016050391
South Terrace Road,271,30031470,141,137,,508.5014876,1,29,1000,tertiary,5,"LINESTRING (-111.9262825 33.4200903, -111.9261371 33.4199597, -111.9260926 33.4199214, -111.9257296 33.4196086, -111.9254281 33.4193385, -111.9252926 33.4192193, -111.9252695 33.4192003, -111.9251995 33.4191427, -111.9243594 33.4184026, -111.9243278 33.4183748, -111.9242636 33.4183173, -111.9239316 33.4180199, -111.9232866 33.4174422, -111.9226459 33.4168567, -111.9225348 33.4167548)",auto,0,1.052072043
South Rural Road,272,395215600,141,311,,60.52497047,3,35,1000,primary,3,"LINESTRING (-111.9262825 33.4200903, -111.9262872 33.419546)",auto,1,0.103757092
East Veterans Way,273,537091902,142,66,,82.50758758,2,30,1000,tertiary,5,"LINESTRING (-111.9312627 33.4233579, -111.9309728 33.423231, -111.9307104 33.4231653, -111.9305402 33.4231415, -111.93049 33.423135, -111.9304264 33.4231268)",auto,0,0.165015175
East Veterans Way,274,537091901,143,112,,13.81266042,2,30,1000,tertiary,5,"LINESTRING (-111.9347997 33.4254989, -111.9348577 33.4254844, -111.9349278 33.4254396)",auto,0,0.027625321
East 6th Street,275,5591077,144,66,,6.488351989,1,29,1000,residential,6,"LINESTRING (-111.930412 33.4231839, -111.9304264 33.4231268)",auto,1,0.013424177
East 6th Street,276,5591077,144,157,,4.98590558,1,29,1000,residential,6,"LINESTRING (-111.930412 33.4231839, -111.9304005 33.4232277)",auto,1,0.010315667
East Veterans Way,277,30031703,145,158,,9.746789115,1,30,1000,tertiary,5,"LINESTRING (-111.9305248 33.4232046, -111.9306079 33.4232582)",auto,0,0.019493578
South Mill Avenue,278,256917836,146,99,,11.80983466,2,30,1000,primary,3,"LINESTRING (-111.9400695 33.4274911, -111.9400679 33.4273849)",auto,0,0.023619669
West 1st Street,279,23617739,147,123,,4.043989564,1,29,1000,tertiary,5,"LINESTRING (-111.9435008 33.42952, -111.9434575 33.4295241)",auto,1,0.008366875
West 1st Street,280,23617739,147,133,,7.831589908,1,29,1000,tertiary,5,"LINESTRING (-111.9435008 33.42952, -111.9435847 33.4295124)",auto,1,0.016203289
South Rural Road,281,533371300,148,315,,42.85472169,3,35,1000,primary,3,"LINESTRING (-111.9262262 33.4238148, -111.9262248 33.4242002)",auto,0,0.073465237
East 5th Street,282,537091904,149,190,,50.53499892,2,30,1000,tertiary,5,"LINESTRING (-111.9394161 33.4254973, -111.9398427 33.4254931, -111.9399606 33.425492)",auto,1,0.101069998
East 5th Street,283,5619424,149,245,,116.4781031,1,30,1000,tertiary,5,"LINESTRING (-111.9394161 33.4254973, -111.9392877 33.4254971, -111.9390426 33.4254967, -111.9388368 33.4254969, -111.9382883 33.4254956, -111.9382749 33.4254956, -111.938161 33.4254954)",auto,1,0.232956206
Athlete's Way,284,30570980,150,369,,198.6164569,1,29,1000,residential,6,"LINESTRING (-111.9228983 33.4238125, -111.9228981 33.4236505, -111.9228975 33.4230536, -111.9228971 33.422726, -111.9228968 33.4224269, -111.9228965 33.422132, -111.9228964 33.4220263)",auto,1,0.410930601
South College Avenue,285,533573788,151,37,,8.274589278,2,29,1000,tertiary,5,"LINESTRING (-111.9349501 33.4150744, -111.9349519 33.415)",auto,0,0.01711984
South Ash Avenue,286,778414513,152,79,,79.52326267,1,29,1000,residential,6,"LINESTRING (-111.9423905 33.4212237, -111.9423865 33.4210168, -111.9423829 33.4209057, -111.9423721 33.4205087)",auto,1,0.164530888
South Ash Avenue,287,533573786,152,80,,78.33847151,1,29,1000,residential,6,"LINESTRING (-111.9423905 33.4212237, -111.9423906 33.4213209, -111.9423945 33.4217049, -111.9423956 33.4218115, -111.9423899 33.4219281)",auto,1,0.162079596
East Lemon Street,288,30031526,154,91,,6.557583092,1,29,1000,residential,6,"LINESTRING (-111.9223974 33.4167503, -111.922468 33.4167526)",auto,1,0.013567413
East Lemon Street,289,30031526,154,138,,8.043629348,1,29,1000,residential,6,"LINESTRING (-111.9223974 33.4167503, -111.9223108 33.4167475)",auto,1,0.016641992
South Rural Road,290,395215600,155,134,,5.87497136,3,35,1000,primary,3,"LINESTRING (-111.9262853 33.4202273, -111.926283 33.4201745)",auto,1,0.010071379
South Rural Road,291,436942373,155,201,,5.83898031,3,35,1000,primary,3,"LINESTRING (-111.9262853 33.4202273, -111.9262866 33.4202798)",auto,1,0.010009681
East University Drive,292,436794681,156,140,,5.559158582,3,35,1000,secondary,4,"LINESTRING (-111.9282882 33.422014, -111.9283481 33.422014)",auto,1,0.009529986
East University Drive,293,436794681,156,236,,69.2064281,3,35,1000,secondary,4,"LINESTRING (-111.9282882 33.422014, -111.9275425 33.4220137)",auto,1,0.118639591
East 6th Street,294,5591077,157,67,,191.8163213,1,29,1000,residential,6,"LINESTRING (-111.9304005 33.4232277, -111.9303882 33.423295, -111.9303108 33.4236887, -111.9302973 33.4237531, -111.9302813 33.4238045, -111.930243 33.4238667, -111.9302129 33.4238974, -111.9301639 33.4239305, -111.9301123 33.4239534, -111.929686 33.4241011, -111.929663 33.424109, -111.9292198 33.4242567, -111.9290798 33.4242989)",auto,1,0.396861354
East 6th Street,295,5591077,157,144,,4.98590558,1,29,1000,residential,6,"LINESTRING (-111.9304005 33.4232277, -111.930412 33.4231839)",auto,1,0.010315667
East Veterans Way,296,30031703,158,354,,381.8918105,1,30,1000,tertiary,5,"LINESTRING (-111.9306079 33.4232582, -111.930736 33.4233106, -111.9309357 33.4233812, -111.9311333 33.4234587, -111.9312907 33.4235414, -111.93142 33.4236319, -111.9319949 33.4241089, -111.9320888 33.4241868, -111.9324904 33.4245105, -111.9327255 33.4246689, -111.9329471 33.4247963, -111.9332431 33.4249321, -111.9334639 33.425007, -111.9336026 33.4250545, -111.9338713 33.4251674, -111.9339446 33.4251998)",auto,0,0.763783621
East Veterans Way,297,537091901,159,143,,8.803725192,2,30,1000,tertiary,5,"LINESTRING (-111.9347083 33.4254777, -111.9347997 33.4254989)",auto,0,0.01760745
South Mill Avenue,298,436792118,166,146,,3.891822433,3,30,1000,primary,3,"LINESTRING (-111.9400695 33.4275261, -111.9400695 33.4274911)",auto,0,0.007783645
South Ash Avenue,299,531940964,167,83,,4.537448401,2,30,1000,tertiary,5,"LINESTRING (-111.942647 33.4277383, -111.9426691 33.4277019)",auto,1,0.009074897
South Ash Avenue,300,531940964,167,333,,24.29641575,1,30,1000,tertiary,5,"LINESTRING (-111.942647 33.4277383, -111.9425762 33.4278862, -111.9425545 33.4279426)",auto,1,0.048592831
West Rio Salado Parkway,301,265805473,168,222,,107.2616399,2,35,1000,secondary,4,"LINESTRING (-111.9424679 33.4293072, -111.9424408 33.4293282, -111.9424117 33.4293459, -111.9423742 33.4293605, -111.9423052 33.4293832, -111.942233 33.4294013, -111.9421561 33.4294096, -111.9417009 33.4294155, -111.9414991 33.4294319, -111.941344 33.4294485)",auto,0,0.183877097
West Rio Salado Parkway,302,305490057,169,410,,10.81548102,2,35,1000,secondary,4,"LINESTRING (-111.9428468 33.4292652, -111.9428211 33.4292268, -111.9427932 33.4292071, -111.9427707 33.4291942)",auto,0,0.018540825
West 1st Street,303,860784820,170,124,,25.18896571,1,29,1000,tertiary,5,"LINESTRING (-111.9428484 33.4296132, -111.9428918 33.4296181, -111.9429964 33.4297012, -111.943038 33.4297088, -111.9430761 33.429697)",auto,0,0.052115101
West Rio Salado Parkway,304,860784817,170,249,,30.30673486,2,30,1000,secondary,4,"LINESTRING (-111.9428484 33.4296132, -111.942981 33.4297412, -111.9430423 33.429831)",auto,0,0.06061347
East Lemon Street,305,638176401,171,172,,24.72088407,1,29,1000,residential,6,"LINESTRING (-111.9370673 33.4162376, -111.9370865 33.4162439, -111.9373124 33.4163246)",auto,0,0.051146657
East Lemon Street,306,5663937,171,364,,40.98456239,1,29,1000,residential,6,"LINESTRING (-111.9370673 33.4162376, -111.9369754 33.4162264, -111.9368855 33.4162192, -111.9367114 33.41621, -111.9366276 33.4162059)",auto,1,0.084795646
West 10th Street,307,5608313,173,73,,112.2623909,1,29,1000,residential,6,"LINESTRING (-111.940028 33.4190552, -111.9401135 33.419054, -111.9403101 33.4190557, -111.9404614 33.4190531, -111.940488 33.4190526, -111.9405973 33.4190507, -111.9412375 33.4190521)",auto,1,0.232267016
South Mill Avenue,308,436791125,173,103,,159.0762936,3,30,1000,primary,3,"LINESTRING (-111.940028 33.4190552, -111.9400261 33.4189851, -111.9400234 33.4185957, -111.9400217 33.4183487, -111.9400193 33.4179887, -111.9400362 33.4176249)",auto,0,0.318152587
East 10th Street,309,5643860,173,389,,4.399722828,1,29,1000,residential,6,"LINESTRING (-111.940028 33.4190552, -111.9399806 33.4190558)",auto,1,0.009102875
South Mill Avenue,310,533573780,174,255,,117.5181191,3,30,1000,primary,3,"LINESTRING (-111.9400474 33.4204936, -111.9400454 33.4204161, -111.9400338 33.4194368)",auto,0,0.235036238
West 9th Street,311,663021916,174,390,,5.254410275,1,25,1000,residential,6,"LINESTRING (-111.9400474 33.4204936, -111.9399908 33.4204925)",auto,1,0.012610585
West 9th Street,312,663021916,174,402,,105.8202694,1,25,1000,residential,6,"LINESTRING (-111.9400474 33.4204936, -111.9403244 33.4204887, -111.9404473 33.4204877, -111.9406246 33.4204862, -111.9411404 33.4204828, -111.9411875 33.4204825)",auto,1,0.253968647
East University Drive,313,5614812,175,105,,137.7016816,2,35,1000,secondary,4,"LINESTRING (-111.9381462 33.4218977, -111.9380605 33.4218977, -111.9367573 33.4219048, -111.9366625 33.4219038)",auto,0,0.236060026
South Myrtle Avenue,314,533573777,175,233,,9.952378665,1,29,1000,residential,6,"LINESTRING (-111.9381462 33.4218977, -111.9381452 33.4219872)",auto,1,0.020591128
South Myrtle Avenue,315,5658805,175,246,,152.9786347,1,29,1000,residential,6,"LINESTRING (-111.9381462 33.4218977, -111.9381443 33.4218328, -111.9381441 33.421823, -111.9381352 33.4213307, -111.9381331 33.4212166, -111.9381205 33.4205221)",auto,1,0.31650752
South Rural Road,316,436942386,177,88,,69.88432712,3,35,1000,primary,3,"LINESTRING (-111.9262885 33.4203522, -111.9262331 33.420595, -111.9262379 33.4209763)",auto,0,0.119801704
South Rural Road,317,472156132,177,201,,8.052443692,3,35,1000,primary,3,"LINESTRING (-111.9262885 33.4203522, -111.9262866 33.4202798)",auto,1,0.013804189
West 5th Street,318,402556257,179,132,,3.995031771,1,29,1000,residential,6,"LINESTRING (-111.9436145 33.4254447, -111.9435715 33.4254464)",auto,0,0.008265583
South Forest Avenue,319,223225595,180,105,,67.96132764,1,25,1000,residential,6,"LINESTRING (-111.9366407 33.4212929, -111.9366602 33.4218359, -111.9366612 33.4218453, -111.9366625 33.4219038)",auto,1,0.163107186
South Forest Avenue,320,223225602,180,181,,2.491613974,1,29,1000,residential,6,"LINESTRING (-111.9366407 33.4212929, -111.936667 33.4212884)",auto,0,0.005155063
South Forest Avenue,321,223225602,181,180,,42.8439577,1,29,1000,residential,6,"LINESTRING (-111.936667 33.4212884, -111.936692 33.421276, -111.9367094 33.4212576, -111.9367179 33.4212346, -111.9367173 33.4212163, -111.9367079 33.4211944, -111.9366988 33.4211839, -111.9366766 33.4211693, -111.9366438 33.4211619, -111.9366099 33.421167, -111.9365885 33.4211782, -111.9365779 33.4211878, -111.936566 33.4212066, -111.9365625 33.4212303, -111.9365654 33.421246, -111.936581 33.4212697, -111.9366004 33.4212832, -111.9366407 33.4212929)",auto,0,0.088642671
East Apache Boulevard,322,402560702,182,183,,112.2790514,2,39,1000,primary,3,"LINESTRING (-111.9394923 33.4160741, -111.9396053 33.4162564, -111.9397468 33.416566, -111.9398246 33.4169022, -111.9398371 33.4170325)",auto,0,0.172737002
South Mill Avenue,323,723559144,183,184,,47.0025278,2,39,1000,primary,3,"LINESTRING (-111.9398371 33.4170325, -111.9398458 33.4171202, -111.9398439 33.4174549)",auto,0,0.072311581
South Mill Avenue,324,723559141,184,185,,18.23795417,2,39,1000,primary,3,"LINESTRING (-111.9398439 33.4174549, -111.9398468 33.4176189)",auto,0,0.028058391
East 11th Street,325,256917834,184,363,,295.9986826,1,29,1000,residential,6,"LINESTRING (-111.9398439 33.4174549, -111.9397819 33.4174542, -111.9396173 33.4174516, -111.9394931 33.4174529, -111.938321 33.4174654, -111.9382156 33.4174665, -111.9381365 33.4174674, -111.9380448 33.4174661, -111.9367627 33.4174821, -111.936655 33.4174833)",auto,0,0.612411067
South Mill Avenue,326,436791124,185,252,,118.89281,2,39,1000,primary,3,"LINESTRING (-111.9398468 33.4176189, -111.9398457 33.4184381, -111.9398502 33.4186881)",auto,0,0.182912015
East 11th Street,327,723559142,185,392,,2.899091666,1,15,1000,residential,6,"LINESTRING (-111.9398468 33.4176189, -111.9398778 33.4176221)",auto,0,0.011596367
East 10th Street,328,5643860,186,115,,161.1625469,1,29,1000,residential,6,"LINESTRING (-111.939854 33.4190575, -111.9398053 33.4190582, -111.9396092 33.4190557, -111.9394774 33.4190577, -111.9387912 33.4190679, -111.9381178 33.419078)",auto,1,0.333439752
South Mill Avenue,329,436791121,186,254,,31.04203216,2,30,1000,primary,3,"LINESTRING (-111.939854 33.4190575, -111.9398574 33.4191385, -111.9398606 33.4193366)",auto,0,0.062084064
East 10th Street,330,5643860,186,387,,3.777795766,1,29,1000,residential,6,"LINESTRING (-111.939854 33.4190575, -111.9398947 33.419057)",auto,1,0.007816129
South Mill Avenue,331,436791119,187,260,,75.53470606,2,30,1000,primary,3,"LINESTRING (-111.9398833 33.4204904, -111.9398874 33.4205831, -111.9398937 33.4209604, -111.939894 33.4211696)",auto,0,0.151069412
West 9th Street,332,663021916,187,319,,15.22749369,1,25,1000,residential,6,"LINESTRING (-111.9398833 33.4204904, -111.9397193 33.4204945)",auto,1,0.036545985
West 9th Street,333,663021916,187,388,,2.943073182,1,25,1000,residential,6,"LINESTRING (-111.9398833 33.4204904, -111.939915 33.4204911)",auto,1,0.007063376
East 7th Street,334,5670078,188,101,,9.331686173,1,25,1000,residential,6,"LINESTRING (-111.9399685 33.4231886, -111.9400687 33.4231956)",auto,1,0.022396047
East 7th Street,335,5670078,188,116,,167.8864959,1,25,1000,residential,6,"LINESTRING (-111.9399685 33.4231886, -111.9398537 33.4231887, -111.9394081 33.4231893, -111.9386929 33.4231902, -111.9386834 33.4231902, -111.9382169 33.4231912, -111.9381595 33.4231914)",auto,1,0.40292759
South Mill Avenue,336,436792114,188,264,,91.5181376,2,30,1000,primary,3,"LINESTRING (-111.9399685 33.4231886, -111.9399609 33.4239039, -111.9399588 33.4240116)",auto,0,0.183036275
East 6th Street,337,305490058,189,69,,11.72188832,1,25,1000,residential,6,"LINESTRING (-111.9399523 33.4243448, -111.9400786 33.4243437)",auto,1,0.028132532
East 6th Street,338,305490058,189,70,,75.21969479,1,25,1000,residential,6,"LINESTRING (-111.9399523 33.4243448, -111.939833 33.4243454, -111.9391418 33.4243489)",auto,1,0.180527268
South Mill Avenue,339,436791494,189,266,,87.22290456,2,30,1000,primary,3,"LINESTRING (-111.9399523 33.4243448, -111.939958 33.4251292)",auto,0,0.174445809
East 5th Street,340,402560701,190,100,,11.05293159,1,30,1000,tertiary,5,"LINESTRING (-111.9399606 33.425492, -111.9400212 33.4254921, -111.9400797 33.4254922)",auto,1,0.022105863
East 5th Street,341,537091904,190,149,,50.53499892,1,30,1000,tertiary,5,"LINESTRING (-111.9399606 33.425492, -111.9398427 33.4254931, -111.9394161 33.4254973)",auto,1,0.101069998
South Mill Avenue,342,436792110,190,269,,94.51612549,2,30,1000,primary,3,"LINESTRING (-111.9399606 33.425492, -111.9399637 33.426342)",auto,0,0.189032251
West 4th Street,343,5603481,191,93,,10.54156296,1,25,1000,residential,6,"LINESTRING (-111.9399641 33.4264662, -111.940024 33.4264642, -111.9400776 33.4264624)",auto,1,0.025299751
South Mill Avenue,344,436792108,191,270,,63.34775039,2,30,1000,primary,3,"LINESTRING (-111.9399641 33.4264662, -111.939964 33.4270359)",auto,0,0.126695501
East 3rd Street,345,5615753,192,193,,42.82012463,1,29,1000,unclassified,11,"LINESTRING (-111.9395019 33.4273825, -111.939719 33.4273828, -111.9398405 33.427384, -111.9398764 33.4273843, -111.9399633 33.4273851)",auto,1,0.088593361
South Myrtle Avenue,346,359618840,192,245,,288.0210636,1,25,1000,residential,6,"LINESTRING (-111.9395019 33.4273825, -111.939447 33.4273267, -111.9393679 33.4273021, -111.9392411 33.4272607, -111.9387635 33.427076, -111.9381745 33.4268482, -111.9381626 33.4256503, -111.9381622 33.4256128, -111.938161 33.4254954)",auto,1,0.691250553
West 3rd Street,347,305490066,193,99,,9.707070837,1,25,1000,residential,6,"LINESTRING (-111.9399633 33.4273851, -111.9400185 33.427385, -111.9400679 33.4273849)",auto,1,0.02329697
East 3rd Street,348,5615753,193,192,,42.82012463,1,29,1000,unclassified,11,"LINESTRING (-111.9399633 33.4273851, -111.9398764 33.4273843, -111.9398405 33.427384, -111.939719 33.4273828, -111.9395019 33.4273825)",auto,1,0.088593361
South Mill Avenue,349,402560706,193,194,,11.75374705,2,30,1000,primary,3,"LINESTRING (-111.9399633 33.4273851, -111.9399644 33.4274908)",auto,0,0.023507494
South Mill Avenue,350,402560706,194,195,,4.01417976,2,30,1000,primary,3,"LINESTRING (-111.9399644 33.4274908, -111.9399642 33.4275269)",auto,0,0.00802836
South Mill Avenue,351,402560706,195,272,,73.3468722,2,30,1000,primary,3,"LINESTRING (-111.9399642 33.4275269, -111.9399623 33.427579, -111.9399618 33.4281865)",auto,0,0.146693744
South Mill Avenue,352,256917838,196,227,,11.58195178,2,30,1000,primary,3,"LINESTRING (-111.9399635 33.4295773, -111.9399677 33.4296814)",auto,0,0.023163904
East Rio Salado Parkway,353,531955804,196,334,,175.9671098,2,35,1000,secondary,4,"LINESTRING (-111.9399635 33.4295773, -111.9398814 33.4295827, -111.9392114 33.4296405, -111.9390802 33.4296518, -111.9387779 33.4297044, -111.9385345 33.4298061, -111.9381867 33.4300134)",auto,0,0.301657902
,354,532207303,197,218,,11.54240644,1,29,1000,unclassified,11,"LINESTRING (-111.9211598 33.4292573, -111.9211588 33.4293611)",auto,1,0.023880841
