name,link_id,osm_way_id,from_node_id,to_node_id,dir_flag,length,lanes,free_speed,capacity,link_type_name,link_type,geometry,allowed_uses,from_biway,VDF_fftt1
South Ash Avenue,122,536925040,80,338,,61.69320371,1,30,1000,tertiary,5,"LINESTRING (-111.9423899 33.4219281, -111.9423874 33.4220465, -111.9423987 33.4224828)",auto,1,0.123386407
West 5th Street,123,402537670,81,241,,192.4213705,1,30,1000,residential,6,"LINESTRING (-111.943347 33.4254811, -111.9432452 33.4254824, -111.9428663 33.4254836, -111.9425451 33.4254846, -111.9424801 33.4254848, -111.9412736 33.4254885)",auto,1,0.384842741
South Ash Avenue,124,531940962,81,331,,60.82540512,1,30,1000,tertiary,5,"LINESTRING (-111.943347 33.4254811, -111.9433474 33.4255935, -111.9433518 33.4260281)",auto,1,0.12165081
South Ash Avenue,125,536925041,81,339,,59.59082134,1,30,1000,tertiary,5,"LINESTRING (-111.943347 33.4254811, -111.9433467 33.4253798, -111.9433507 33.4249452)",auto,1,0.119181643
West 5th Street,126,812683553,81,407,,22.02161808,2,29,1000,residential,6,"LINESTRING (-111.943347 33.4254811, -111.9434737 33.425529, -111.9435719 33.425529)",auto,0,0.045561968
South Ash Avenue,127,531940964,82,83,,18.7361143,1,30,1000,tertiary,5,"LINESTRING (-111.9427719 33.4275569, -111.9426927 33.4276666, -111.9426691 33.4277019)",auto,1,0.037472229
West 3rd Street,128,305490066,82,99,,255.3631484,1,25,1000,residential,6,"LINESTRING (-111.9427719 33.4275569, -111.9426753 33.4274993, -111.9425921 33.4274644, -111.942421 33.4274122, -111.9422487 33.4273804, -111.9420474 33.4273706, -111.941512 33.4273775, -111.940159 33.4273839, -111.9400679 33.4273849)",auto,1,0.612871556
South Ash Avenue,129,531940963,82,332,,48.22864118,1,30,1000,tertiary,5,"LINESTRING (-111.9427719 33.4275569, -111.9428554 33.4274652, -111.9430369 33.4272699, -111.9430789 33.4272077)",auto,1,0.096457282
South Ash Avenue,130,531940964,83,82,,18.7361143,2,30,1000,tertiary,5,"LINESTRING (-111.9426691 33.4277019, -111.9426927 33.4276666, -111.9427719 33.4275569)",auto,1,0.037472229
South Ash Avenue,131,531940964,83,167,,4.537448401,1,30,1000,tertiary,5,"LINESTRING (-111.9426691 33.4277019, -111.942647 33.4277383)",auto,1,0.009074897
South Ash Avenue,132,528199781,84,214,,79.61005112,3,30,1000,tertiary,5,"LINESTRING (-111.942465 33.4284426, -111.9424284 33.4285095, -111.9424485 33.4287099, -111.9424579 33.4288621, -111.9424747 33.4289326, -111.9425102 33.4290188, -111.9425387 33.4290915, -111.9425485 33.4291402)",auto,0,0.159220102
South Ash Avenue,133,860490576,84,333,,56.41161753,1,30,1000,tertiary,5,"LINESTRING (-111.942465 33.4284426, -111.9424693 33.4283595, -111.9424879 33.4281866, -111.9425189 33.4280458, -111.9425545 33.4279426)",auto,1,0.112823235
South Ash Avenue,134,531940965,85,84,,61.4531113,1,30,1000,tertiary,5,"LINESTRING (-111.9426248 33.4289759, -111.9425695 33.428845, -111.9425378 33.4286944, -111.9425024 33.4285109, -111.942465 33.4284426)",auto,0,0.122906223
East Lemon Street,135,30031526,86,95,,291.0208063,1,29,1000,residential,6,"LINESTRING (-111.9263074 33.4168484, -111.9264694 33.4168418, -111.9268577 33.4167882, -111.9271412 33.416699, -111.9271917 33.4166831, -111.9272923 33.4166614, -111.9274905 33.4166187, -111.9279378 33.4166216, -111.9287531 33.4166268, -111.9289673 33.4166348, -111.9291845 33.4166419, -111.9292738 33.4166437, -111.9294043 33.4166443)",auto,1,0.602112013
East Lemon Street,136,30031526,86,137,,350.4796887,1,29,1000,residential,6,"LINESTRING (-111.9263074 33.4168484, -111.9261483 33.4168245, -111.9261289 33.4168242, -111.9260097 33.4168223, -111.9257825 33.4168186, -111.9256051 33.4168157, -111.925416 33.4168125, -111.92533 33.4168113, -111.9249009 33.4168044, -111.9247937 33.4168027, -111.9247194 33.4168015, -111.9245051 33.416798, -111.9243362 33.4167953, -111.9240217 33.4167902, -111.9234712 33.4167813, -111.9232733 33.4167758, -111.9230789 33.4167704, -111.9226683 33.4167589, -111.9226183 33.4167575, -111.9225348 33.4167548)",auto,1,0.72513039
South Rural Road,137,436942382,86,306,,52.92741706,3,39,1000,primary,3,"LINESTRING (-111.9263074 33.4168484, -111.9263118 33.4167396, -111.9263091 33.4165394, -111.9263066 33.4163725)",auto,1,0.081426795
South Rural Road,138,436942369,86,307,,58.88146204,3,35,1000,primary,3,"LINESTRING (-111.9263074 33.4168484, -111.9263021 33.4169308, -111.9263015 33.4169397, -111.926301 33.4171287, -111.9263004 33.4173778)",auto,1,0.100939649
South Rural Road,139,436942372,87,310,,61.74761212,3,35,1000,primary,3,"LINESTRING (-111.9262905 33.4191375, -111.9262914 33.419029, -111.9262944 33.4185822)",auto,1,0.105853049
South Rural Road,140,436942376,87,311,,45.42417054,3,35,1000,primary,3,"LINESTRING (-111.9262905 33.4191375, -111.9262896 33.419268, -111.9262895 33.4192802, -111.9262872 33.419546)",auto,1,0.077870007
East Terrace Road,141,546382872,87,320,,143.2376399,1,29,1000,residential,6,"LINESTRING (-111.9262905 33.4191375, -111.9264741 33.4191058, -111.9266753 33.4190722, -111.9271646 33.4188788, -111.9277064 33.4186462)",auto,1,0.296353738
South Rural Road,142,436942386,88,313,,50.18249214,3,35,1000,primary,3,"LINESTRING (-111.9262379 33.4209763, -111.9262382 33.4210663, -111.9262393 33.4213576, -111.9262395 33.4214276)",auto,0,0.086027129
East 8th Street,143,5636208,88,428,,802.4824262,1,30,1000,tertiary,5,"LINESTRING (-111.9262379 33.4209763, -111.9261191 33.4209521, -111.9243772 33.4205887, -111.9242516 33.4205624, -111.9241712 33.4205457, -111.923925 33.4204935, -111.9231271 33.4203242, -111.9228355 33.4202623, -111.9211439 33.4199033, -111.9206349 33.4197953, -111.9202301 33.419729, -111.9201469 33.4197154, -111.9200675 33.4197066, -111.9189449 33.4195817, -111.9187782 33.4195632, -111.9184474 33.4195264, -111.9181661 33.4194884, -111.9178 33.4194389)",auto,1,1.604964852
South Rural Road,144,436942366,89,211,,12.3657673,6,35,1000,primary,3,"LINESTRING (-111.9262821 33.4287845, -111.9262837 33.4288957)",auto,0,0.021198458
East Rio Salado Parkway,145,436797312,89,304,,432.4926615,2,35,1000,secondary,4,"LINESTRING (-111.9262821 33.4287845, -111.9262453 33.4287821, -111.9261046 33.4287728, -111.9259767 33.4287644, -111.9256534 33.4287431, -111.9255294 33.4287349, -111.9252596 33.4287222, -111.9248331 33.4287021, -111.9246782 33.4287075, -111.9246266 33.4287093, -111.9244999 33.4287216, -111.924373 33.4287458, -111.9240305 33.428849, -111.9239513 33.4288729, -111.9239233 33.4288837, -111.923123 33.4291905, -111.9228024 33.4292566, -111.9225407 33.4292718, -111.9220592 33.4292672, -111.9217497 33.4292597)",auto,0,0.741415991
East Rio Salado Parkway,146,553209917,90,196,,11.51454685,2,35,1000,secondary,4,"LINESTRING (-111.9400872 33.4295692, -111.9400264 33.4295732, -111.9399635 33.4295773)",auto,0,0.019739223
South Mill Avenue,147,436792119,90,271,,201.1186935,2,30,1000,primary,3,"LINESTRING (-111.9400872 33.4295692, -111.9400836 33.4294932, -111.9400739 33.4285325, -111.9400691 33.4277606)",auto,0,0.402237387
East Lemon Street,148,30031526,91,137,,6.20472896,1,29,1000,residential,6,"LINESTRING (-111.922468 33.4167526, -111.9225348 33.4167548)",auto,1,0.01283737
East Lemon Street,149,30031526,91,154,,6.557583092,1,29,1000,residential,6,"LINESTRING (-111.922468 33.4167526, -111.9223974 33.4167503)",auto,1,0.013567413
South Mill Avenue,150,436789324,92,104,,65.9944696,2,39,1000,secondary,4,"LINESTRING (-111.9399667 33.4167979, -111.9399894 33.4162047)",auto,0,0.101529953
East Apache Boulevard,151,531950082,92,128,,99.38685259,3,39,1000,primary,3,"LINESTRING (-111.9399667 33.4167979, -111.9399333 33.4167174, -111.9398815 33.4165303, -111.9397506 33.4162342, -111.9395884 33.4159654)",auto,0,0.15290285
West 4th Street,152,5603481,93,94,,65.00036567,1,25,1000,residential,6,"LINESTRING (-111.9400776 33.4264624, -111.940778 33.4264585)",auto,1,0.156000878
West 4th Street,153,5603481,93,191,,10.54156296,1,25,1000,residential,6,"LINESTRING (-111.9400776 33.4264624, -111.940024 33.4264642, -111.9399641 33.4264662)",auto,1,0.025299751
South Mill Avenue,154,256917836,93,267,,47.49142661,2,30,1000,primary,3,"LINESTRING (-111.9400776 33.4264624, -111.9400785 33.4260353)",auto,0,0.094982853
West 4th Street,155,5603481,94,93,,65.00036567,1,25,1000,residential,6,"LINESTRING (-111.940778 33.4264585, -111.9400776 33.4264624)",auto,1,0.156000878
West 4th Street,156,762550584,94,384,,44.68983851,1,29,1000,residential,6,"LINESTRING (-111.940778 33.4264585, -111.9412594 33.4264482)",auto,1,0.092461735
South McAllister Avenue,157,613698108,95,41,,225.1417979,2,25,1000,tertiary,5,"LINESTRING (-111.9294043 33.4166443, -111.9295169 33.4165881, -111.9296074 33.416506, -111.9302224 33.415909, -111.9303493 33.4157851, -111.9303964 33.4157365, -111.9305604 33.4155099, -111.9306642 33.4152742, -111.9306837 33.4150881, -111.9306869 33.415)",auto,0,0.540340315
East Lemon Street,158,30031526,95,86,,291.0208063,1,29,1000,residential,6,"LINESTRING (-111.9294043 33.4166443, -111.9292738 33.4166437, -111.9291845 33.4166419, -111.9289673 33.4166348, -111.9287531 33.4166268, -111.9279378 33.4166216, -111.9274905 33.4166187, -111.9272923 33.4166614, -111.9271917 33.4166831, -111.9271412 33.416699, -111.9268577 33.4167882, -111.9264694 33.4168418, -111.9263074 33.4168484)",auto,1,0.602112013
,159,478386474,95,323,,147.9095764,1,29,1000,residential,6,"LINESTRING (-111.9294043 33.4166443, -111.9295418 33.4166375, -111.9295947 33.4166347, -111.9300145 33.4166347, -111.9300852 33.4166556, -111.9301267 33.4166972, -111.93016 33.4173668, -111.9301745 33.4173982)",auto,1,0.306019813
South McAllister Avenue,160,5624529,95,345,,170.3222164,1,29,1000,tertiary,5,"LINESTRING (-111.9294043 33.4166443, -111.9292471 33.4167849, -111.9290271 33.4170735, -111.9288935 33.4173718, -111.9288318 33.4176416, -111.9288373 33.4178241, -111.928844 33.4180457)",auto,1,0.352390792
East Lemon Street,161,30031526,96,97,,168.0703958,1,29,1000,residential,6,"LINESTRING (-111.920587 33.4167118, -111.9199436 33.4167013, -111.9198052 33.416699, -111.9196227 33.416696, -111.9191975 33.416689, -111.9187765 33.4166821)",auto,1,0.347731853
South Stanley Place,162,353008478,96,135,,223.6102401,1,29,1000,residential,6,"LINESTRING (-111.920587 33.4167118, -111.9205773 33.4173248, -111.9205749 33.4174822, -111.9205699 33.417795, -111.9205672 33.4179666, -111.9205576 33.4185739, -111.9205552 33.4187226)",auto,1,0.462641876
East Lemon Street,163,30031526,96,138,,160.0408993,1,29,1000,residential,6,"LINESTRING (-111.920587 33.4167118, -111.9206612 33.4167133, -111.9210239 33.4167206, -111.9214566 33.4167294, -111.9216828 33.416734, -111.9222395 33.4167452, -111.9223108 33.4167475)",auto,1,0.331119102
East Lemon Street,164,30031526,97,96,,168.0703958,1,29,1000,residential,6,"LINESTRING (-111.9187765 33.4166821, -111.9191975 33.416689, -111.9196227 33.416696, -111.9198052 33.416699, -111.9199436 33.4167013, -111.920587 33.4167118)",auto,1,0.347731853
South Mariana Street,165,168749452,97,108,,192.8319381,1,29,1000,residential,6,"LINESTRING (-111.9187765 33.4166821, -111.9187854 33.4172118, -111.9187596 33.4174122, -111.9186996 33.4175698, -111.9186824 33.4177131, -111.9186764 33.4182838, -111.9186841 33.4184064)",auto,1,0.39896263
East Lemon Street,166,30031526,97,431,,90.63860681,1,29,1000,residential,6,"LINESTRING (-111.9187765 33.4166821, -111.9185004 33.4166793, -111.9183574 33.4166779, -111.9178 33.4166722)",auto,1,0.187528152
South Mill Avenue,167,436794682,98,226,,7.210455162,2,30,1000,primary,3,"LINESTRING (-111.9400948 33.4297326, -111.9400919 33.4296678)",auto,0,0.01442091
West 3rd Street,168,305490066,99,82,,255.3631484,1,25,1000,residential,6,"LINESTRING (-111.9400679 33.4273849, -111.940159 33.4273839, -111.941512 33.4273775, -111.9420474 33.4273706, -111.9422487 33.4273804, -111.942421 33.4274122, -111.9425921 33.4274644, -111.9426753 33.4274993, -111.9427719 33.4275569)",auto,1,0.612871556
South Mill Avenue,169,256917836,99,93,,102.5817654,2,30,1000,primary,3,"LINESTRING (-111.9400679 33.4273849, -111.9400679 33.427282, -111.9400776 33.4264624)",auto,0,0.205163531
West 3rd Street,170,305490066,99,193,,9.707070837,1,25,1000,residential,6,"LINESTRING (-111.9400679 33.4273849, -111.9400185 33.427385, -111.9399633 33.4273851)",auto,1,0.02329697
East 5th Street,171,402560701,100,190,,11.05293159,1,30,1000,tertiary,5,"LINESTRING (-111.9400797 33.4254922, -111.9400212 33.4254921, -111.9399606 33.425492)",auto,1,0.022105863
West 5th Street,172,402537670,100,241,,110.8023745,1,30,1000,residential,6,"LINESTRING (-111.9400797 33.4254922, -111.9406267 33.425492, -111.9411959 33.4254872, -111.9412736 33.4254885)",auto,1,0.221604749
South Mill Avenue,173,436791497,100,265,,89.08940616,2,30,1000,primary,3,"LINESTRING (-111.9400797 33.4254922, -111.9400789 33.424691)",auto,0,0.178178812
East 7th Street,174,5670078,101,188,,9.331686173,1,25,1000,residential,6,"LINESTRING (-111.9400687 33.4231956, -111.9399685 33.4231886)",auto,1,0.022396047
South Mill Avenue,175,436791491,101,262,,74.3021401,2,30,1000,primary,3,"LINESTRING (-111.9400687 33.4231956, -111.9400741 33.4225274)",auto,0,0.14860428
East 7th Street,176,521443955,101,327,,157.7162422,1,25,1000,residential,6,"LINESTRING (-111.9400687 33.4231956, -111.9406769 33.4232097, -111.9407266 33.423227, -111.940972 33.4234414, -111.9414555 33.4238427)",auto,1,0.378518981
South Mill Avenue,177,5607328,102,174,,159.6600172,3,30,1000,primary,3,"LINESTRING (-111.9400803 33.4219289, -111.9400874 33.4217822, -111.9400779 33.4214219, -111.9400726 33.4212626, -111.9400612 33.4209214, -111.9400495 33.4205725, -111.9400474 33.4204936)",auto,0,0.319320034
East University Drive,178,533573783,102,234,,17.74914358,2,35,1000,secondary,4,"LINESTRING (-111.9400803 33.4219289, -111.9398936 33.4218943)",auto,0,0.030427103
West University Drive,179,436794701,102,281,,57.61643322,2,35,1000,primary,3,"LINESTRING (-111.9400803 33.4219289, -111.9401712 33.4219341, -111.9405744 33.4219328, -111.9407009 33.4219324)",auto,1,0.098771028
West 11th Street,180,5691747,103,74,,110.810098,1,25,1000,residential,6,"LINESTRING (-111.9400362 33.4176249, -111.9405076 33.4176174, -111.9405903 33.4176159, -111.94123 33.4176195)",auto,1,0.265944235
South Mill Avenue,181,436791125,103,136,,18.81493286,3,30,1000,primary,3,"LINESTRING (-111.9400362 33.4176249, -111.940029 33.4174558)",auto,0,0.037629866
West 12th Street,182,5662409,104,75,,112.8262085,1,29,1000,residential,6,"LINESTRING (-111.9399894 33.4162047, -111.9405834 33.4162013, -111.941205 33.416204)",auto,1,0.233433535
South Mill Avenue,183,436789324,104,250,,121.7731662,2,39,1000,secondary,4,"LINESTRING (-111.9399894 33.4162047, -111.9399706 33.4151936, -111.939969 33.4151097)",auto,0,0.187343333
South Forest Avenue,184,223225595,105,180,,67.96132764,1,25,1000,residential,6,"LINESTRING (-111.9366625 33.4219038, -111.9366612 33.4218453, -111.9366602 33.4218359, -111.9366407 33.4212929)",auto,1,0.163107186
South Forest Avenue,185,223225595,105,232,,9.707476807,1,25,1000,residential,6,"LINESTRING (-111.9366625 33.4219038, -111.9366619 33.4219911)",auto,1,0.023297944
East University Drive,186,5614812,105,427,,159.0804654,2,35,1000,secondary,4,"LINESTRING (-111.9366625 33.4219038, -111.9365628 33.4219033, -111.9358468 33.4219032, -111.9356516 33.4219032, -111.9352555 33.4219032, -111.9350608 33.4218992, -111.9349485 33.421897)",auto,0,0.272709369
South College Avenue,187,5660964,106,117,,134.5179126,1,29,1000,tertiary,5,"LINESTRING (-111.9349431 33.4220042, -111.9349474 33.4220731, -111.9349766 33.4226097, -111.9349885 33.4231495, -111.9349899 33.4232132)",auto,1,0.278312923
East University Drive,188,282127136,106,232,,159.5303657,2,35,1000,secondary,4,"LINESTRING (-111.9349431 33.4220042, -111.9350594 33.4220019, -111.9352505 33.421997, -111.9362677 33.4219925, -111.9365669 33.4219912, -111.9366619 33.4219911)",auto,0,0.273480627
,189,889439251,106,427,,11.93062669,1,39,1000,secondary,4,"LINESTRING (-111.9349431 33.4220042, -111.9349485 33.421897)",auto,1,0.01835481
East University Drive,190,436794672,107,284,,60.97722051,2,35,1000,secondary,4,"LINESTRING (-111.9289415 33.4220194, -111.9290744 33.4220195, -111.9295985 33.4220148)",auto,1,0.104532378
East University Drive,191,436794675,107,285,,31.81618618,2,35,1000,secondary,4,"LINESTRING (-111.9289415 33.4220194, -111.9287923 33.4220192, -111.9285987 33.4220169)",auto,1,0.054542033
South McAllister Avenue,192,472156131,107,349,,48.06965474,1,25,1000,tertiary,5,"LINESTRING (-111.9289415 33.4220194, -111.9289349 33.4219201, -111.9289333 33.4218962, -111.9289364 33.4215873)",auto,1,0.115367171
East Veterans Way,193,537091900,107,352,,43.06961096,1,30,1000,tertiary,5,"LINESTRING (-111.9289415 33.4220194, -111.9289506 33.4221573, -111.9289548 33.4221717, -111.9289967 33.4223153, -111.9290413 33.4223935)",auto,1,0.086139222
South Mariana Street,194,168749452,108,1,,52.49519132,1,29,1000,residential,6,"LINESTRING (-111.9186841 33.4184064, -111.918685 33.4188785)",auto,1,0.108610741
East Orange Street,195,656385562,108,42,,82.1716671,1,29,1000,residential,6,"LINESTRING (-111.9186841 33.4184064, -111.9181954 33.4184067, -111.9178114 33.4184058, -111.9178 33.4184012)",auto,1,0.170010346
South Mariana Street,196,168749452,108,97,,192.8319381,1,29,1000,residential,6,"LINESTRING (-111.9186841 33.4184064, -111.9186764 33.4182838, -111.9186824 33.4177131, -111.9186996 33.4175698, -111.9187596 33.4174122, -111.9187854 33.4172118, -111.9187765 33.4166821)",auto,1,0.39896263
East Orange Street,197,656385562,108,135,,181.4918844,1,29,1000,residential,6,"LINESTRING (-111.9186841 33.4184064, -111.9190885 33.4184071, -111.9191623 33.4184072, -111.9191918 33.4184073, -111.9194821 33.4184078, -111.9195343 33.418407, -111.9195587 33.4184066, -111.919674 33.4184222, -111.9198051 33.418458, -111.9200369 33.4185727, -111.9201861 33.41865, -111.9203596 33.4187002, -111.9205552 33.4187226)",auto,1,0.37550045
East Rio Salado Parkway,198,436796010,109,293,,3.212095292,5,35,1000,secondary,4,"LINESTRING (-111.9301262 33.4287001, -111.9300918 33.4286969)",auto,0,0.005506449
South Packard Drive,199,5630444,110,67,,486.7013023,1,29,1000,unclassified,11,"LINESTRING (-111.9293057 33.4286516, -111.9293052 33.4285703, -111.9293051 33.4285424, -111.9293027 33.4279796, -111.929292 33.4273267, -111.929282 33.4267113, -111.9292601 33.4249516, -111.92926 33.4248931, -111.9292598 33.4248052, -111.9292331 33.4246528, -111.9291154 33.4243892, -111.9290798 33.4242989)",auto,1,1.006968212
South Packard Drive,200,524036967,110,209,,14.66671652,1,35,1000,unclassified,11,"LINESTRING (-111.9293057 33.4286516, -111.9293051 33.4287835)",auto,1,0.025142943
East Rio Salado Parkway,201,436796014,110,289,,195.77463,2,35,1000,secondary,4,"LINESTRING (-111.9293057 33.4286516, -111.9291384 33.4286689, -111.9291239 33.4286704, -111.9286542 33.4287189, -111.9283645 33.4287643, -111.9279628 33.4288273, -111.9276704 33.4288391, -111.9275799 33.4288427, -111.9274308 33.428836, -111.9272141 33.4288263)",auto,0,0.335613651
South Forest Avenue,202,223225595,111,71,,126.7757648,1,25,1000,residential,6,"LINESTRING (-111.9366724 33.4254992, -111.9366718 33.4253943, -111.9366717 33.4253795, -111.9366697 33.4248479, -111.9366683 33.4244745, -111.936666 33.4243591)",auto,1,0.304261836
East 5th Street,203,5619424,111,245,,138.1483542,1,30,1000,tertiary,5,"LINESTRING (-111.9366724 33.4254992, -111.9367711 33.4254993, -111.9380281 33.4254952, -111.938161 33.4254954)",auto,1,0.276296708
East 5th Street,204,402537657,111,382,,32.80028834,1,29,1000,tertiary,5,"LINESTRING (-111.9366724 33.4254992, -111.9365805 33.4255003, -111.936488 33.4255014, -111.9363613 33.4255029, -111.936319 33.4255035)",auto,1,0.067862666
South College Avenue,205,5660964,112,125,,123.3422423,1,29,1000,tertiary,5,"LINESTRING (-111.9349278 33.4254396, -111.9349717 33.4252787, -111.9349838 33.4248448, -111.9349808 33.4243956, -111.9349809 33.4243346)",auto,1,0.255190846
East 5th Street,206,402537658,112,126,,40.41413632,1,29,1000,tertiary,5,"LINESTRING (-111.9349278 33.4254396, -111.9350723 33.42548, -111.9351511 33.4254952, -111.9353519 33.4255151)",auto,1,0.083615454
East Veterans Way,207,30031694,112,142,,418.3598967,1,30,1000,tertiary,5,"LINESTRING (-111.9349278 33.4254396, -111.9348667 33.4253526, -111.93477 33.4253016, -111.9344827 33.4252009, -111.9338795 33.4250026, -111.9337642 33.4249627, -111.9336635 33.4249279, -111.9333623 33.4248268, -111.9331807 33.4247492, -111.9329899 33.4246525, -111.9328007 33.4245423, -111.932582 33.4243921, -111.9323321 33.4241886, -111.9322412 33.4241145, -111.9321078 33.4240044, -111.9317117 33.4236774, -111.9315201 33.4235192, -111.931479 33.4234892, -111.9314023 33.4234332, -111.9312627 33.4233579)",auto,0,0.836719793
South McAllister Avenue,208,537091892,113,347,,24.61617776,1,25,1000,tertiary,5,"LINESTRING (-111.9289198 33.4202704, -111.9289133 33.4201645, -111.9289065 33.4200493)",auto,1,0.059078827
South McAllister Avenue,209,537091893,113,348,,66.78056827,1,25,1000,tertiary,5,"LINESTRING (-111.9289198 33.4202704, -111.9289287 33.4203474, -111.9289438 33.4204819, -111.9289538 33.4206435, -111.9289561 33.4206801, -111.9289618 33.4208697)",auto,1,0.160273364
East Tyler Street,210,5664425,113,368,,97.30594526,1,29,1000,residential,6,"LINESTRING (-111.9289198 33.4202704, -111.928813 33.4202727, -111.9288 33.420273, -111.9280217 33.4202698, -111.9278714 33.4202692)",auto,1,0.201322645
South Forest Avenue,211,223225595,114,71,,128.2435929,1,25,1000,residential,6,"LINESTRING (-111.9366746 33.4232058, -111.9366737 33.4233232, -111.9366703 33.423784, -111.9366669 33.4242409, -111.936666 33.4243591)",auto,1,0.307784623
East 7th Street,212,5670078,114,116,,137.8170158,1,25,1000,residential,6,"LINESTRING (-111.9366746 33.4232058, -111.9367632 33.4232049, -111.9370222 33.4232024, -111.9375492 33.4231973, -111.9380587 33.4231924, -111.9381595 33.4231914)",auto,1,0.330760838
East 7th Street,213,5670078,114,117,,156.3525093,1,25,1000,residential,6,"LINESTRING (-111.9366746 33.4232058, -111.9365584 33.4232063, -111.9362169 33.4232078, -111.9356657 33.4232102, -111.9354766 33.423211, -111.9351153 33.4232126, -111.9349899 33.4232132)",auto,1,0.375246022
South Forest Avenue,214,223225595,114,232,,135.0736212,1,25,1000,residential,6,"LINESTRING (-111.9366746 33.4232058, -111.9366734 33.4230882, -111.9366683 33.4225993, -111.9366668 33.4224568, -111.9366665 33.4224305, -111.9366626 33.4220574, -111.9366619 33.4219911)",auto,1,0.324176691
East 10th Street,215,5643860,115,186,,161.1625469,1,29,1000,residential,6,"LINESTRING (-111.9381178 33.419078, -111.9387912 33.4190679, -111.9394774 33.4190577, -111.9396092 33.4190557, -111.9398053 33.4190582, -111.939854 33.4190575)",auto,1,0.333439752
East Tenth Street,216,355797370,115,244,,139.2698854,1,29,1000,residential,6,"LINESTRING (-111.9381178 33.419078, -111.9380385 33.4190779, -111.9377709 33.4190774, -111.9373118 33.4190765, -111.9366173 33.4190676)",auto,1,0.288144591
South Myrtle Avenue,217,5658805,115,246,,160.5793467,1,29,1000,residential,6,"LINESTRING (-111.9381178 33.419078, -111.9381177 33.4191316, -111.9381172 33.4196844, -111.9381166 33.4203044, -111.9381205 33.4205221)",auto,1,0.332233131
East 7th Street,218,5670078,116,114,,137.8170158,1,25,1000,residential,6,"LINESTRING (-111.9381595 33.4231914, -111.9380587 33.4231924, -111.9375492 33.4231973, -111.9370222 33.4232024, -111.9367632 33.4232049, -111.9366746 33.4232058)",auto,1,0.330760838
East 7th Street,219,5670078,116,188,,167.8864959,1,25,1000,residential,6,"LINESTRING (-111.9381595 33.4231914, -111.9382169 33.4231912, -111.9386834 33.4231902, -111.9386929 33.4231902, -111.9394081 33.4231893, -111.9398537 33.4231887, -111.9399685 33.4231886)",auto,1,0.40292759
South Myrtle Avenue,220,533573778,116,233,,133.9076473,1,29,1000,residential,6,"LINESTRING (-111.9381595 33.4231914, -111.9381582 33.4230826, -111.9381521 33.4225867, -111.9381494 33.42237, -111.9381455 33.422052, -111.9381452 33.4219872)",auto,1,0.277050305
South College Avenue,221,5660964,117,106,,134.5179126,1,29,1000,tertiary,5,"LINESTRING (-111.9349899 33.4232132, -111.9349885 33.4231495, -111.9349766 33.4226097, -111.9349474 33.4220731, -111.9349431 33.4220042)",auto,1,0.278312923
East 7th Street,222,5670078,117,114,,156.3525093,1,25,1000,residential,6,"LINESTRING (-111.9349899 33.4232132, -111.9351153 33.4232126, -111.9354766 33.423211, -111.9356657 33.4232102, -111.9362169 33.4232078, -111.9365584 33.4232063, -111.9366746 33.4232058)",auto,1,0.375246022
South College Avenue,223,5660964,117,125,,124.698982,1,29,1000,tertiary,5,"LINESTRING (-111.9349899 33.4232132, -111.9349907 33.423297, -111.9349911 33.4233422, -111.9349908 33.423379, -111.9349897 33.423492, -111.9349826 33.4242604, -111.9349809 33.4243346)",auto,1,0.257997894
East Lemon Street,224,157628502,118,341,,155.4761246,1,15,1000,residential,6,"LINESTRING (-111.933278 33.4160881, -111.9333802 33.4160887, -111.9334415 33.4160891, -111.9339404 33.4160921, -111.9342398 33.4160939, -111.9348464 33.4160975, -111.9349531 33.4160981)",auto,1,0.621904498
South Normal Avenue,225,339041925,118,434,,156.5701277,1,29,1000,residential,6,"LINESTRING (-111.933278 33.4160881, -111.9332455 33.4151452, -111.9332026 33.415052, -111.9331168 33.415009, -111.9327992 33.4150162, -111.9327989 33.415)",auto,1,0.323938195
East Orange Street,226,28875481,119,129,,13.07673808,1,15,1000,residential,6,"LINESTRING (-111.9339665 33.4183547, -111.9338292 33.4183283)",auto,1,0.052306952
West University Drive,227,656408740,120,276,,33.27808429,2,40,1000,primary,3,"LINESTRING (-111.9435706 33.4219441, -111.9437223 33.4219401, -111.9439222 33.4218959)",auto,0,0.049917126
West 9th Street,228,778414508,121,60,,64.5563236,1,25,1000,residential,6,"LINESTRING (-111.9435657 33.4204019, -111.9436256 33.4203768, -111.9436733 33.4203632, -111.9437235 33.4203539, -111.9437786 33.4203484, -111.9438355 33.4203468, -111.9442498 33.4203483)",auto,1,0.154935177
West 9th Street,229,778414508,121,398,,107.2380243,1,25,1000,residential,6,"LINESTRING (-111.9435657 33.4204019, -111.9434998 33.4204249, -111.9434597 33.4204374, -111.9434088 33.4204491, -111.9433575 33.4204578, -111.9433089 33.420462, -111.9432735 33.4204639, -111.9432579 33.4204648, -111.9432087 33.4204653, -111.9424218 33.4204698)",auto,1,0.257371258
East Rio Salado Parkway,230,531955800,122,248,,86.82297917,3,35,1000,secondary,4,"LINESTRING (-111.9321918 33.4292423, -111.9320382 33.429223, -111.9316808 33.4291318, -111.9312927 33.4290308)",auto,0,0.148839393
West 1st Street,231,23617739,123,147,,4.043989564,1,29,1000,tertiary,5,"LINESTRING (-111.9434575 33.4295241, -111.9435008 33.42952)",auto,1,0.008366875
